C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_01_563.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_01_563.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_01_563.jpg,0,0,0,5.795981E-05
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_01_630.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_01_630.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_01_630.jpg,0,0,0,3.136272E-06
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_01_699.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_01_699.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_01_699.jpg,0,0,0,8.153721E-05
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_01_767.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_01_767.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_01_767.jpg,0,0,0,0.0001040903
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_01_835.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_01_835.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_01_835.jpg,0,0,0,0.0001155006
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_01_902.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_01_902.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_01_902.jpg,0,0,0,0.0001386209
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_01_971.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_01_971.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_01_971.jpg,0,0,0,0.0001559532
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_038.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_038.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_038.jpg,0,0.0339066,0,0.05193313
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_105.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_105.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_105.jpg,0,0.2722032,0,0.1652125
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_172.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_172.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_172.jpg,0,0.4510902,0,0.4263066
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_242.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_242.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_242.jpg,0,0.688531,0,1.002982
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_311.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_311.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_311.jpg,0,0.8720137,0,1.531658
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_378.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_378.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_378.jpg,0,1,0,2.160334
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_445.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_445.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_445.jpg,0,1,0,3.066245
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_513.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_513.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_513.jpg,0,1,0,3.770358
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_582.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_582.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_582.jpg,0,1,0,4.706863
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_651.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_651.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_651.jpg,0,1,0,5.403525
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_719.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_719.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_719.jpg,0,1,0,6.096166
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_789.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_789.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_789.jpg,0,1,0,7.013328
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_857.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_857.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_857.jpg,0,1,0,7.696664
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_925.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_925.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_925.jpg,0,1,0,8.601405
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_02_993.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_02_993.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_02_993.jpg,0,1,0,9.275319
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_062.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_062.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_062.jpg,0,1,0,10.16781
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_130.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_130.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_130.jpg,0,1,0,10.83253
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_198.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_198.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_198.jpg,0,1,0,11.59262
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_266.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_266.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_266.jpg,0,1,0,12.40969
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_333.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_333.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_333.jpg,0,1,0,13.04921
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_401.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_401.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_401.jpg,0,1,0,13.76349
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_469.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_469.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_469.jpg,0,1,0,14.59959
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_537.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_537.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_537.jpg,0,1,0,15.05075
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_604.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_604.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_604.jpg,0,1,0,15.88952
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_670.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_670.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_670.jpg,0,1,0,16.74735
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_737.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_737.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_737.jpg,0,1,0,17.15206
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_806.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_806.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_806.jpg,0,1,0,18.00331
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_874.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_874.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_874.jpg,0,1,0,18.79487
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_03_943.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_03_943.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_03_943.jpg,0,1,0,19.59991
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_04_012.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_04_012.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_04_012.jpg,0,1,0,20.09046
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_04_079.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_04_079.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_04_079.jpg,0,1,0,20.79531
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_04_148.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_04_148.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_04_148.jpg,0,1,0,21.58347
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_04_215.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_04_215.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_04_215.jpg,0,1,0,22.13006
C:\Users\patel\OneDrive\Desktop\IMG\center_2020_10_02_15_52_04_283.jpg,C:\Users\patel\OneDrive\Desktop\IMG\left_2020_10_02_15_52_04_283.jpg,C:\Users\patel\OneDrive\Desktop\IMG\right_2020_10_02_15_52_04_283.jpg,0,1,0,22.93011
